user_id	stime	movie_id	movie_name
1013	2013-03-11 17:45:00+04	2163	21 и больше
1013	2013-03-11 17:45:00+04	2163	21 и больше
1013	2013-11-15 17:40:00+04	2519	Тор 2: Царство тьмы
1013	2013-11-15 10:00:00+04	2897	Приключения мышонка
1013	2013-11-15 11:00:00+04	3169	Три мушкетера
1013	2013-12-11 10:00:00+04	1962	Катание на коньках (утро) 
1013	2013-12-24 17:00:00+04	2865	Холодное сердце
1013	2013-12-20 17:00:00+04	1961	Катание на коньках (вечер) 
1013	2013-12-19 19:40:00+04	2938	Хоббит: Пустошь Смауга
1013	2015-07-29 16:05:00+03	5418	Пиксели
1013	2015-08-13 16:10:00+03	7066	Агенты А.Н.К.Л.
1013	2015-08-03 09:40:00+03	5418	Пиксели
1013	2015-07-15 10:30:00+03	6668	Миньоны
1013	2015-07-05 17:10:00+03	6999	Терминатор: Генезис
1013	2015-06-30 10:45:00+03	6950	Третий лишний 2
1013	2015-06-24 10:00:00+03	6932	Головоломка
1013	2015-06-16 19:00:00+03	6855	Мир Юрского периода
1013	2015-04-23 22:50:00+03	6619	Форсаж 7
1013	2013-05-07 14:40:00+04	2247	Железный человек 3
1013	2013-08-15 11:15:00+04	2197	Два стеклышка: удивительный телескоп
1013	2013-07-24 15:00:00+04	2385	Штурм Белого дома
1013	2013-07-23 12:50:00+04	2515	Тихоокеанский рубеж
1013	2014-11-29 10:50:00+03	5527	Пингвины Мадагаскара
1013	2014-11-29 10:40:00+03	5527	Пингвины Мадагаскара
1013	2014-11-19 20:50:00+03	3782	Интерстеллар
1013	2014-08-10 16:20:00+04	4021	Стражи Галактики
1013	2014-07-08 10:10:00+04	4371	Хоть раз в жизни
1013	2014-02-23 12:30:00+04	3003	Охотники за сокровищами
1013	2014-07-08 10:15:00+04	3818	Трансформеры: Эпоха истребления
1013	2014-07-08 10:15:00+04	3818	Трансформеры: Эпоха истребления
1013	2014-05-30 10:15:00+04	3662	Принцесса Монако
1013	2014-05-30 10:15:00+04	3662	Принцесса Монако
1013	2014-05-27 10:15:00+04	3743	Люди Икс: Дни минувшего будущего
1013	2015-04-15 06:35:00+03	6619	Форсаж 7
1013	2015-04-15 06:35:00+03	6619	Форсаж 7
1013	2014-04-25 10:40:00+04	3780	Газгольдер. Фильм
1013	2014-04-05 10:20:00+04	3394	Рио 2
1013	2014-04-05 11:20:00+04	3171	Стартап
1013	2014-03-30 11:20:00+04	3510	Ной
1013	2014-03-22 11:30:00+04	3395	Приключения мистера Пибоди и Шермана
1013	2014-03-22 11:00:00+04	3394	Рио 2
1013	2013-01-06 17:40:00+04	2015	Cirque du Soleil: Сказочный мир в 3D
1013	2013-01-01 19:05:00+04	1920	Хоббит: Нежданное путешествие
1013	2013-08-08 21:40:00+04	2849	РЭД 2
1013	2013-07-24 15:00:00+04	2385	Штурм Белого дома
1013	2013-07-23 12:50:00+04	2515	Тихоокеанский рубеж
1013	2013-08-17 21:05:00+04	2377	Темная сторона Луны
1377	2015-09-05 17:10:00+03	7069	Фантастическая четверка
1377	2015-08-02 19:10:00+03	5418	Пиксели
1377	2015-06-13 18:45:00+03	6855	Мир Юрского периода
1377	2015-05-16 19:00:00+03	5417	Безумный Макс: Дорога ярости
1377	2015-04-25 19:45:00+03	5960	Мстители: Эра Альтрона
1377	2015-03-08 19:00:00+03	5437	Три богатыря: Ход конем
1377	2015-03-07 18:15:00+03	6336	Робот по имени Чаппи
1377	2013-05-18 19:35:00+04	2355	Стартрек: Возмездие
1510	2015-03-21 10:45:00+03	6436	Дом
3443	2015-10-14 19:20:00+03	7067	Марсианин
3443	2015-07-09 20:45:00+03	6668	Миньоны
3443	2014-04-18 20:55:00+04	3988	Дивергент
3443	2013-05-02 20:15:00+04	2247	Железный человек 3
3681	2015-10-06 20:50:00+03	7432	Легенда
3681	2015-10-04 10:20:00+03	7479	Воин
3681	2015-09-19 11:00:00+03	7337	Бегущий в лабиринте: Испытание огнем
3681	2015-09-02 21:25:00+03	7289	Ультраамериканцы
3681	2015-08-24 20:15:00+03	7280	Левша
3681	2015-07-26 19:00:00+03	7041	Человек-муравей
3681	2015-07-19 18:50:00+03	7001	Супер Майк XXL
3681	2015-06-18 22:15:00+03	6799	Разлом Сан-Андреас
3681	2015-06-15 20:30:00+03	6855	Мир Юрского периода
3681	2015-01-23 20:40:00+03	2861	Седьмой сын
3681	2014-12-07 11:40:00+03	5527	Пингвины Мадагаскара
3681	2014-11-20 18:20:00+03	4773	Голодные игры: Сойка-пересмешница. Часть I
3681	2014-11-13 17:20:00+03	3782	Интерстеллар
3681	2014-10-12 16:20:00+04	4728	Дракула
3681	2014-09-15 17:40:00+04	4048	Люси
3681	2014-08-30 21:25:00+04	4602	Город грехов 2: Женщина, ради которой стоит убивать
3681	2014-08-02 10:20:00+04	4021	Стражи Галактики
3681	2014-06-06 22:35:00+04	3788	Грань будущего
3681	2014-06-01 10:20:00+04	3655	Малефисента
3681	2014-05-24 10:20:00+04	3743	Люди Икс: Дни минувшего будущего
3681	2014-04-29 17:05:00+04	2981	Новый Человек-паук. Высокое напряжение
3681	2014-04-24 11:20:00+04	3780	Газгольдер. Фильм
3681	2014-04-17 00:05:00+04	3923	Скорый «Москва — Россия»
3681	2014-04-10 22:20:00+04	3988	Дивергент
3681	2014-03-30 09:40:00+04	3656	Красавица и чудовище
3681	2014-03-12 21:45:00+04	2883	300 спартанцев: Расцвет империи
3681	2014-02-16 10:15:00+04	3714	Любовь сквозь время
3681	2013-09-29 10:30:00+04	2995	Va-банк
3681	2013-06-12 10:20:00+04	2484	Иллюзия обмана
3681	2013-06-08 11:00:00+04	2289	После нашей эры
3681	2013-05-12 10:20:00+04	2247	Железный человек 3
3681	2013-05-25 10:30:00+04	2337	Форсаж 6
3681	2013-09-15 11:50:00+04	3013	Риддик
3681	2014-01-25 11:40:00+04	3257	Я, Франкенштейн
3681	2013-10-27 15:15:00+04	2611	Горько!
3681	2013-11-21 21:45:00+04	2415	Голодные игры: И вспыхнет пламя
3729	2015-10-10 21:35:00+03	7067	Марсианин
3729	2015-07-19 12:35:00+03	6668	Миньоны
3729	2015-07-09 14:20:00+03	6855	Мир Юрского периода
3729	2015-05-20 16:10:00+03	6619	Форсаж 7
3729	2015-05-18 11:50:00+03	5417	Безумный Макс: Дорога ярости
3729	2015-03-02 15:20:00+03	3783	Восхождение Юпитер
3729	2015-01-25 14:15:00+03	4721	Исход: Цари и боги
3729	2014-07-08 19:00:00+04	3788	Грань будущего
3729	2014-06-29 16:20:00+04	3743	Люди Икс: Дни минувшего будущего
3729	2014-04-22 20:20:00+04	3510	Ной
3729	2014-01-16 13:00:00+04	3089	47 ронинов
3729	2013-07-29 20:05:00+04	2515	Тихоокеанский рубеж
3729	2013-07-01 16:40:00+04	2376	Война миров Z
3729	2013-05-27 15:50:00+04	2337	Форсаж 6
3729	2013-07-16 20:30:00+04	2051	Одинокий рейнджер
3769	2015-10-22 20:50:00+03	7067	Марсианин
3769	2015-10-05 21:50:00+03	7422	Стажер
3769	2015-09-09 22:35:00+03	7333	Хитмэн: Агент 47
3769	2015-03-08 21:25:00+03	6336	Робот по имени Чаппи
3769	2015-02-23 20:50:00+03	6286	Батальонъ
3769	2015-01-14 21:55:00+03	4782	Ночь в музее: Секрет гробницы
3769	2014-06-26 19:50:00+04	4075	Как приручить дракона 2
3846	2015-09-26 23:10:00+03	7422	Стажер
3846	2015-09-13 22:50:00+03	7333	Хитмэн: Агент 47
3846	2015-07-19 21:20:00+03	7042	Гороскоп на удачу
3846	2015-06-23 20:10:00+03	6855	Мир Юрского периода
3846	2015-06-18 17:20:00+03	6932	Головоломка
3846	2015-06-07 15:30:00+03	6784	Земля будущего
3846	2015-06-07 17:40:00+03	6871	Шпион
3846	2015-03-22 16:30:00+03	6436	Дом
3846	2015-01-09 15:30:00+03	5437	Три богатыря: Ход конем
3846	2015-01-01 23:50:00+03	6026	Хоббит: Битва пяти воинств (48 кадров)
3846	2014-11-19 20:00:00+03	3782	Интерстеллар
3846	2014-11-09 14:30:00+03	5466	Пчелка Майя
3846	2014-07-12 17:40:00+04	3745	Превосходство
3846	2014-07-08 18:50:00+04	3818	Трансформеры: Эпоха истребления
3846	2014-06-24 21:35:00+04	3788	Грань будущего
3846	2014-06-27 22:30:00+04	3818	Трансформеры: Эпоха истребления
3846	2014-03-29 20:00:00+04	3510	Ной
3846	2014-01-02 18:10:00+04	2938	Хоббит: Пустошь Смауга
3846	2014-01-02 18:10:00+04	2938	Хоббит: Пустошь Смауга
3846	2013-12-25 15:20:00+04	2865	Холодное сердце
3846	2013-08-05 20:10:00+04	2849	РЭД 2
3846	2013-07-31 16:10:00+04	2814	Турбо
3846	2013-06-29 17:20:00+04	2376	Война миров Z
3846	2013-06-12 19:30:00+04	2289	После нашей эры
3846	2013-10-11 22:40:00+04	2622	Сталинград
3846	2013-08-08 18:10:00+04	2393	Элизиум: Рай не на Земле
3846	2013-05-27 21:20:00+04	2337	Форсаж 6
3846	2013-06-16 20:00:00+04	2484	Иллюзия обмана
3846	2013-11-16 14:20:00+04	2425	Телекинез
3846	2013-11-03 21:00:00+04	2429	Облачно… 2: месть ГМО
3846	2013-06-23 17:40:00+04	2307	Университет монстров
3846	2013-10-11 20:50:00+04	2964	Гравитация
3846	2014-03-21 21:30:00+04	3394	Рио 2
3963	2015-10-24 19:10:00+03	7495	Монстры на каникулах 2
3963	2015-08-24 19:00:00+03	7063	Миссия невыполнима: Племя изгоев
3963	2015-07-03 20:00:00+03	6999	Терминатор: Генезис
3963	2015-04-11 20:00:00+03	6619	Форсаж 7
3963	2013-07-11 19:50:00+04	2515	Тихоокеанский рубеж
4108	2015-10-30 23:40:00+03	7456	Черная месса
4108	2015-10-06 20:50:00+03	7292	Эверест
4108	2015-10-04 18:15:00+03	7337	Бегущий в лабиринте: Испытание огнем
4108	2015-09-25 21:10:00+03	7288	Каникулы
4108	2015-08-24 18:40:00+03	7069	Фантастическая четверка
4108	2015-08-19 21:30:00+03	7066	Агенты А.Н.К.Л.
4108	2015-08-17 08:20:00+03	7063	Миссия невыполнима: Племя изгоев
4108	2015-07-20 16:30:00+03	7041	Человек-муравей
4108	2015-07-10 18:30:00+03	6999	Терминатор: Генезис
4108	2015-06-29 21:10:00+03	6871	Шпион
4108	2015-05-05 13:45:00+03	5960	Мстители: Эра Альтрона
4108	2015-04-09 22:05:00+03	6619	Форсаж 7
4108	2015-04-05 19:35:00+03	6324	Духless 2
4108	2015-03-23 12:25:00+03	6378	Дивергент, глава 2: Инсургент 
4108	2014-05-08 10:00:00+04	3771	Другая женщина
4108	2014-04-25 10:05:00+04	2981	Новый Человек-паук. Высокое напряжение
4191	2015-09-30 18:40:00+03	7422	Стажер
4191	2015-08-31 17:40:00+03	7280	Левша
4191	2015-05-02 20:20:00+03	6713	Приличные люди
4191	2015-03-16 18:00:00+03	6286	Батальонъ
4191	2015-03-05 18:10:00+03	6356	Фокус
4191	2014-12-08 18:40:00+03	5969	Любит не любит
4191	2014-11-22 19:30:00+03	3782	Интерстеллар
4285	2015-10-30 23:00:00+03	5760	Halloween. Ночь ужасов (Nescafe IMAX)
4285	2015-10-23 21:30:00+03	7496	Молодость
4285	2015-10-15 20:30:00+03	7435	Багровый пик
4285	2015-10-08 20:40:00+03	7439	Прогулка
4285	2015-10-05 21:20:00+03	7432	Легенда
4285	2015-10-02 22:00:00+03	7053	Пиковая дама: Черный обряд
4285	2015-09-24 21:50:00+03	7422	Стажер
4285	2015-09-22 20:10:00+03	6981	Орлеан
4285	2015-09-14 22:05:00+03	7290	Страшные сказки
4285	2015-09-17 20:30:00+03	7292	Эверест
4285	2015-09-10 21:50:00+03	7290	Страшные сказки
4285	2015-09-08 21:50:00+03	7283	Инфекция
4285	2015-09-04 22:25:00+03	7330	128 ударов сердца в минуту
4285	2015-09-03 20:30:00+03	7114	Москва никогда не спит
4285	2015-08-20 21:25:00+03	7284	Иррациональный человек
4285	2015-08-15 20:25:00+03	7322	Кто я
4285	2015-08-13 21:00:00+03	7066	Агенты А.Н.К.Л.
4285	2015-07-30 22:30:00+03	6795	Ватиканские записи
4285	2015-07-26 20:35:00+03	7050	Виселица
4285	2015-07-09 22:00:00+03	6668	Миньоны
4285	2015-06-17 20:30:00+03	6855	Мир Юрского периода
4285	2015-06-04 21:30:00+03	6799	Разлом Сан-Андреас
4285	2015-05-24 19:30:00+03	5870	Однажды
4285	2015-05-20 21:40:00+03	6708	А зори здесь тихие...
4285	2015-05-09 23:10:00+03	6783	Дорога на Берлин
4285	2014-12-11 18:00:00+03	6026	Хоббит: Битва пяти воинств (48 кадров)
4285	2015-04-30 21:25:00+03	6708	А зори здесь тихие...
4285	2015-04-27 21:00:00+03	6655	Эффект Лазаря
4285	2015-04-24 21:25:00+03	6732	Страшная воля богов
4285	2015-04-23 19:20:00+03	6711	Дальняя дорога
4285	2015-04-09 21:20:00+03	6619	Форсаж 7
4285	2015-04-06 18:40:00+03	6636	Битва за Севастополь
4285	2015-03-29 21:15:00+03	4330	Да и да
4285	2015-03-21 12:15:00+03	6436	Дом
4285	2015-03-20 21:45:00+03	6378	Дивергент, глава 2: Инсургент 
4285	2015-02-28 19:50:00+03	6356	Фокус
4285	2015-02-10 21:15:00+03	4268	Левиафан
4285	2015-01-04 11:45:00+03	5437	Три богатыря: Ход конем
4285	2015-01-03 21:50:00+03	6010	8 новых свиданий
4285	2014-12-27 21:00:00+03	4262	Ёлки 1914
4285	2014-12-27 10:20:00+03	5975	Феи: Легенда о чудовище
4285	2014-11-15 20:15:00+03	5867	Уиджи: Доска Дьявола
4285	2014-11-06 18:00:00+03	3782	Интерстеллар
4285	2014-11-05 18:35:00+03	5571	Солнечный удар
4285	2014-10-10 21:35:00+04	4728	Дракула
4285	2014-10-09 00:10:00+04	4320	Выпускной
4285	2014-10-02 21:20:00+04	4291	Париж: Город мертвых
4285	2014-10-07 18:00:00+04	4288	Исчезнувшая
4285	2014-09-25 20:35:00+04	3666	Великий уравнитель
4285	2014-09-03 22:30:00+04	3751	Избави нас от лукавого
4285	2014-09-21 21:20:00+04	4771	Пряности и страсти
4285	2014-09-18 18:10:00+04	5519	Любовь от всех болезней
4285	2014-08-22 22:25:00+04	4602	Город грехов 2: Женщина, ради которой стоит убивать
4285	2014-07-10 15:20:00+04	3745	Превосходство
4285	2014-07-03 19:40:00+04	4371	Хоть раз в жизни
4285	2014-06-26 21:10:00+04	4277	Мой Аттила Марсель
4285	2014-07-19 19:25:00+04	4631	Шаг вперед: Все или ничего
4285	2014-06-23 19:35:00+04	3818	Трансформеры: Эпоха истребления
4285	2014-06-19 19:10:00+04	3790	Смешанные
4285	2014-07-07 19:10:00+04	4255	Лига мечты
4285	2014-06-11 21:05:00+04	3788	Грань будущего
4285	2014-08-03 13:50:00+04	4286	Геракл
4285	2014-05-30 18:55:00+04	3655	Малефисента
4285	2014-07-21 11:30:00+04	4631	Шаг вперед: Все или ничего
4285	2014-07-22 14:10:00+04	2750	Король сафари
4285	2014-07-22 09:35:00+04	4075	Как приручить дракона 2
4285	2014-05-20 19:05:00+04	4113	Долгое падение
4285	2014-05-18 21:10:00+04	3988	Дивергент
4285	2014-05-17 20:00:00+04	3784	Годзилла
4285	2014-05-14 18:40:00+04	2911	Кот Гром и заколдованный дом
4285	2014-05-11 21:20:00+04	4092	Эксперимент: Зло
4285	2014-06-26 17:05:00+04	3788	Грань будущего
4285	2014-06-21 17:30:00+04	3655	Малефисента
4285	2014-06-17 08:50:00+04	4075	Как приручить дракона 2
4285	2015-10-17 10:20:00+03	7437	Пэн: Путешествие в Нетландию
4285	2014-04-24 20:00:00+04	2981	Новый Человек-паук. Высокое напряжение
4285	2014-04-21 21:20:00+04	3658	Реальная белка
4285	2014-04-17 20:30:00+04	3923	Скорый «Москва — Россия»
4285	2014-04-13 00:00:00+04	3991	Окулус
4285	2014-05-31 16:50:00+04	3655	Малефисента
4285	2014-05-26 20:55:00+04	3743	Люди Икс: Дни минувшего будущего
4285	2014-04-01 18:50:00+04	3656	Красавица и чудовище
4285	2014-03-30 20:15:00+04	3510	Ной
4285	2014-03-13 21:00:00+04	3255	Need for Speed: Жажда скорости
4285	2014-03-10 21:40:00+04	3689	С 8 Марта, мужчины!
4285	2015-08-30 23:30:00+03	7069	Фантастическая четверка
4285	2014-03-06 19:30:00+04	3717	Нимфоманка: Часть 2
4285	2014-03-06 16:30:00+04	2883	300 спартанцев: Расцвет империи
4285	2014-02-28 20:10:00+04	3005	Академия вампиров
4285	2014-02-27 20:50:00+04	3750	Легок на помине
4285	2015-08-07 21:40:00+03	7063	Миссия невыполнима: Племя изгоев
4285	2014-06-24 18:50:00+04	3655	Малефисента
4285	2014-02-10 23:05:00+04	3703	Пришествие Дьявола
4285	2014-02-10 19:05:00+04	3332	Вий
4285	2014-02-06 19:00:00+04	3632	Лекарь: Ученик Авиценны
4285	2014-02-06 21:45:00+04	3713	В спорте только девушки
4285	2014-02-15 23:00:00+04	3823	Ночь номинантов на «Оскар»
4285	2014-01-29 21:20:00+04	3205	Чемпионы
4285	2014-06-05 22:55:00+04	3788	Грань будущего
4285	2014-01-24 21:00:00+04	3772	Дубровский
4285	2014-01-21 15:45:00+04	3691	Холостячки в Вегасе
4285	2014-05-28 14:25:00+04	4170	Подарок с характером
4285	2013-10-10 19:30:00+04	2622	Сталинград
4285	2015-03-16 20:20:00+03	6324	Духless 2
4285	2015-02-12 20:15:00+03	3783	Восхождение Юпитер
4285	2015-03-11 14:20:00+03	6442	Между делом
4285	2013-10-03 21:30:00+04	2964	Гравитация
4285	2013-07-09 15:35:00+04	2465	Человек из стали
4285	2013-06-15 12:25:00+04	2484	Иллюзия обмана
4285	2013-06-02 13:00:00+04	2365	Эпик
4285	2014-01-05 18:30:00+04	3217	Все, кроме любви
4285	2014-05-20 15:25:00+04	4166	Космический пират Харлок
4285	2013-12-18 22:45:00+04	2938	Хоббит: Пустошь Смауга
4285	2013-12-13 00:10:00+04	2415	Голодные игры: И вспыхнет пламя
4285	2014-05-20 10:30:00+04	2911	Кот Гром и заколдованный дом
4285	2014-01-06 18:15:00+04	3004	Невероятная жизнь Уолтера Митти
4285	2014-05-14 13:40:00+04	4052	Олли и сокровища пиратов
4285	2014-05-03 12:50:00+04	4052	Олли и сокровища пиратов
4285	2013-09-24 20:40:00+04	2831	Джобс: Империя соблазна
4285	2013-08-09 21:50:00+04	2393	Элизиум: Рай не на Земле
4285	2013-06-18 23:00:00+04	2516	Кадры
5610	2015-09-10 20:35:00+03	7053	Пиковая дама: Черный обряд
5610	2015-07-14 20:30:00+03	6871	Шпион
5610	2013-08-17 18:00:00+04	2393	Элизиум: Рай не на Земле
5770	2015-09-18 21:00:00+03	7337	Бегущий в лабиринте: Испытание огнем
5770	2015-08-16 20:40:00+03	7066	Агенты А.Н.К.Л.
5770	2015-08-16 20:40:00+03	7066	Агенты А.Н.К.Л.
5770	2015-07-16 20:40:00+03	7041	Человек-муравей
5770	2015-07-02 22:10:00+03	7001	Супер Майк XXL
5770	2015-07-02 22:30:00+03	6999	Терминатор: Генезис
5770	2015-06-20 16:30:00+03	6855	Мир Юрского периода
5770	2015-05-22 21:15:00+03	6784	Земля будущего
5770	2015-03-21 18:05:00+03	6324	Духless 2
5770	2015-03-21 18:05:00+03	6324	Духless 2
5770	2015-02-07 19:30:00+03	3783	Восхождение Юпитер
5770	2015-02-07 19:30:00+03	3783	Восхождение Юпитер
5770	2015-02-07 19:30:00+03	3783	Восхождение Юпитер
5770	2015-01-31 16:25:00+03	6245	Континуум
5770	2014-11-29 18:25:00+03	4773	Голодные игры: Сойка-пересмешница. Часть I
5770	2014-11-08 21:35:00+03	3782	Интерстеллар
5770	2014-10-26 17:05:00+03	5648	Страховщик
5770	2014-09-28 20:35:00+04	3666	Великий уравнитель
5770	2014-09-12 22:35:00+04	4048	Люси
5770	2014-07-31 22:20:00+04	4021	Стражи Галактики
5770	2014-05-29 22:20:00+04	3655	Малефисента
5770	2014-05-29 22:20:00+04	3655	Малефисента
5770	2014-03-29 23:45:00+04	3656	Красавица и чудовище
5770	2014-03-01 00:05:00+04	2869	Далласский клуб покупателей
5770	2014-02-18 21:45:00+04	3254	Робокоп
5770	2014-02-15 16:30:00+04	3007	Волк с Уолл-стрит
5770	2014-02-01 20:35:00+04	3257	Я, Франкенштейн
5770	2013-08-03 21:30:00+04	2849	РЭД 2
5770	2013-11-04 17:35:00+04	2519	Тор 2: Царство тьмы
6161	2015-10-25 13:00:00+03	7500	Паранормальное явление 5: Призраки
6161	2015-10-09 22:10:00+03	7067	Марсианин
6161	2015-04-23 16:20:00+03	5960	Мстители: Эра Альтрона
6161	2015-04-23 16:20:00+03	5960	Мстители: Эра Альтрона
6161	2015-03-09 15:30:00+03	6336	Робот по имени Чаппи
6161	2014-11-25 14:00:00+03	3782	Интерстеллар
6330	2015-10-24 16:30:00+03	7495	Монстры на каникулах 2
6330	2015-08-29 17:40:00+03	7288	Каникулы
6330	2015-08-08 17:30:00+03	7055	Вне/себя
6330	2015-07-11 12:00:00+03	6668	Миньоны
6330	2015-06-27 16:30:00+03	6950	Третий лишний 2
6330	2015-06-13 19:10:00+03	6855	Мир Юрского периода
6330	2015-05-30 18:00:00+03	6799	Разлом Сан-Андреас
6330	2015-01-01 20:35:00+03	4721	Исход: Цари и боги
6330	2014-12-17 21:00:00+03	5416	Хоббит: Битва пяти воинств
6330	2014-07-19 11:00:00+04	4244	Планета обезьян: Революция
6330	2014-06-07 12:45:00+04	3833	Соседи. На тропе войны
6808	2015-10-21 11:30:00+03	7435	Багровый пик
6808	2015-10-20 14:00:00+03	7067	Марсианин
6808	2015-07-12 10:30:00+03	6668	Миньоны
6808	2015-07-04 10:40:00+03	6999	Терминатор: Генезис
6808	2015-05-02 10:10:00+03	5960	Мстители: Эра Альтрона
6808	2014-04-02 21:00:00+04	3940	Mylene Farmer: TIMELESS 2013 The Movie
7159	2015-10-08 20:05:00+03	7067	Марсианин
7159	2015-09-25 20:55:00+03	7337	Бегущий в лабиринте: Испытание огнем
7159	2015-08-19 16:05:00+03	7063	Миссия невыполнима: Племя изгоев
7159	2015-06-23 22:30:00+03	6932	Головоломка
7159	2015-06-14 22:40:00+03	6855	Мир Юрского периода
7159	2015-02-05 20:20:00+03	3783	Восхождение Юпитер
7159	2014-12-13 19:20:00+03	5416	Хоббит: Битва пяти воинств
7159	2014-11-07 21:50:00+03	3782	Интерстеллар
7159	2014-10-30 20:50:00+03	4772	Ярость
7159	2015-10-29 13:50:00+03	7500	Паранормальное явление 5: Призраки
7159	2014-05-08 16:45:00+04	3988	Дивергент
7159	2014-07-22 13:30:00+04	2255	Поддубный
7232	2015-10-24 18:15:00+03	7495	Монстры на каникулах 2
7232	2015-10-12 17:40:00+03	7437	Пэн: Путешествие в Нетландию
7232	2015-09-04 18:05:00+03	6778	Необыкновенное путешествие Серафимы
7232	2015-07-24 21:45:00+03	7039	Ускорение
7232	2015-07-08 20:10:00+03	6999	Терминатор: Генезис
7232	2015-06-20 10:00:00+03	6932	Головоломка
7232	2015-06-17 21:20:00+03	6855	Мир Юрского периода
7232	2015-04-09 21:35:00+03	6619	Форсаж 7
7232	2015-03-22 20:45:00+03	6336	Робот по имени Чаппи
7232	2015-02-26 21:05:00+03	6356	Фокус
7232	2015-02-26 21:05:00+03	6356	Фокус
7232	2015-02-19 21:30:00+03	4788	Kingsman: Секретная служба
7232	2015-02-12 20:55:00+03	4785	Пятьдесят оттенков серого
7232	2014-12-11 21:30:00+03	5416	Хоббит: Битва пяти воинств
7232	2014-12-05 22:55:00+03	5969	Любит не любит
7232	2014-11-03 18:00:00+03	3963	Горько! 2
7232	2014-11-02 18:00:00+03	5466	Пчелка Майя
7232	2014-10-17 22:00:00+04	4288	Исчезнувшая
7232	2014-10-01 22:20:00+04	3666	Великий уравнитель
7232	2014-08-11 21:15:00+04	4599	Черепашки-ниндзя
7232	2014-08-04 21:25:00+04	4021	Стражи Галактики
7232	2014-07-28 20:20:00+04	4286	Геракл
7232	2014-07-21 22:05:00+04	4244	Планета обезьян: Революция
7232	2014-07-06 20:45:00+04	3818	Трансформеры: Эпоха истребления
7232	2014-07-03 23:30:00+04	4371	Хоть раз в жизни
7232	2014-06-10 20:45:00+04	3788	Грань будущего
7232	2014-05-14 20:50:00+04	3771	Другая женщина
7232	2014-05-04 15:20:00+04	4011	Кухня в Париже
7232	2014-03-08 21:45:00+04	3689	С 8 Марта, мужчины!
7232	2014-02-21 22:15:00+04	3007	Волк с Уолл-стрит
7232	2014-06-07 20:00:00+04	3788	Грань будущего
7232	2014-01-02 10:40:00+04	2865	Холодное сердце
7232	2014-01-01 12:45:00+04	2612	Ёлки 3
7232	2013-12-06 21:45:00+04	2565	Капитан Филлипс
7232	2014-02-08 21:50:00+04	3713	В спорте только девушки
7232	2013-10-05 22:20:00+04	2995	Va-банк
7256	2015-08-24 20:10:00+03	7069	Фантастическая четверка
7256	2015-05-31 12:00:00+03	5417	Безумный Макс: Дорога ярости
7256	2015-05-12 19:10:00+03	5960	Мстители: Эра Альтрона
